showtime_id|movie_id|room_id|date|time|price
SUATCHIEU_20251217_0021|F0008|PHONG_004|2025-12-17|14:10|70000
SUATCHIEU_20251217_0022|F0009|PHONG_004|2025-12-17|16:30|70000
SUATCHIEU_20251217_0023|F0010|PHONG_004|2025-12-17|19:00|75000
SUATCHIEU_20251217_0024|F0001|PHONG_004|2025-12-17|21:20|80000
SUATCHIEU_20251217_0025|F0003|PHONG_005|2025-12-17|10:20|65000
SUATCHIEU_20251217_0026|F0004|PHONG_005|2025-12-17|12:40|70000
SUATCHIEU_20251217_0027|F0005|PHONG_005|2025-12-17|14:50|70000
SUATCHIEU_20251217_0028|F0006|PHONG_005|2025-12-17|18:00|75000
SUATCHIEU_20251217_0029|F0007|PHONG_005|2025-12-17|20:00|80000
SUATCHIEU_20251217_0030|F0010|PHONG_006|2025-12-17|10:40|65000
SUATCHIEU_20251217_0031|F0001|PHONG_006|2025-12-17|13:00|70000
SUATCHIEU_20251217_0032|F0002|PHONG_006|2025-12-17|15:20|70000
SUATCHIEU_20251217_0033|F0003|PHONG_006|2025-12-17|17:50|75000
SUATCHIEU_20251217_0034|F0004|PHONG_006|2025-12-17|20:10|80000
SUATCHIEU_20251218_0001|F0006|PHONG_001|2025-12-18|09:00|65000
SUATCHIEU_20251218_0002|F0007|PHONG_001|2025-12-18|11:00|65000
SUATCHIEU_20251218_0003|F0008|PHONG_001|2025-12-18|13:10|70000
SUATCHIEU_20251218_0004|F0009|PHONG_001|2025-12-18|15:30|70000
SUATCHIEU_20251218_0005|F0010|PHONG_001|2025-12-18|18:00|75000
SUATCHIEU_20251218_0006|F0001|PHONG_001|2025-12-18|20:20|80000
SUATCHIEU_20251218_0007|F0003|PHONG_002|2025-12-18|09:20|65000
SUATCHIEU_20251218_0008|F0004|PHONG_002|2025-12-18|11:40|65000
SUATCHIEU_20251218_0009|F0005|PHONG_002|2025-12-18|13:50|70000
SUATCHIEU_20251218_0010|F0006|PHONG_002|2025-12-18|17:00|75000
SUATCHIEU_20251218_0011|F0007|PHONG_002|2025-12-18|19:00|75000
SUATCHIEU_20251218_0012|F0008|PHONG_002|2025-12-18|21:10|80000
SUATCHIEU_20251218_0013|F0010|PHONG_003|2025-12-18|09:40|65000
SUATCHIEU_20251218_0014|F0001|PHONG_003|2025-12-18|12:00|70000
SUATCHIEU_20251218_0015|F0002|PHONG_003|2025-12-18|14:20|70000
SUATCHIEU_20251218_0016|F0003|PHONG_003|2025-12-18|16:50|70000
SUATCHIEU_20251218_0017|F0004|PHONG_003|2025-12-18|19:10|75000
SUATCHIEU_20251218_0018|F0008|PHONG_004|2025-12-18|10:00|65000
SUATCHIEU_20251218_0019|F0009|PHONG_004|2025-12-18|12:20|70000
SUATCHIEU_20251218_0020|F0010|PHONG_004|2025-12-18|14:50|70000
SUATCHIEU_20251218_0021|F0001|PHONG_004|2025-12-18|17:10|75000
SUATCHIEU_20251218_0022|F0002|PHONG_004|2025-12-18|19:30|75000
SUATCHIEU_20251218_0023|F0003|PHONG_004|2025-12-18|22:00|80000
SUATCHIEU_20251218_0024|F0005|PHONG_005|2025-12-18|10:20|65000
SUATCHIEU_20251218_0025|F0006|PHONG_005|2025-12-18|13:30|70000
SUATCHIEU_20251218_0026|F0007|PHONG_005|2025-12-18|15:30|70000
SUATCHIEU_20251218_0027|F0008|PHONG_005|2025-12-18|17:40|75000
SUATCHIEU_20251218_0028|F0009|PHONG_005|2025-12-18|20:00|80000
SUATCHIEU_20251218_0029|F0002|PHONG_006|2025-12-18|10:40|65000
SUATCHIEU_20251218_0030|F0003|PHONG_006|2025-12-18|13:10|70000
SUATCHIEU_20251218_0031|F0004|PHONG_006|2025-12-18|15:30|70000
SUATCHIEU_20251218_0032|F0005|PHONG_006|2025-12-18|17:40|75000
SUATCHIEU_20251218_0033|F0006|PHONG_006|2025-12-18|20:50|80000
SUATCHIEU_20251219_0001|F0008|PHONG_001|2025-12-19|09:00|65000
SUATCHIEU_20251219_0002|F0009|PHONG_001|2025-12-19|11:20|65000
SUATCHIEU_20251219_0003|F0010|PHONG_001|2025-12-19|13:50|70000
SUATCHIEU_20251219_0004|F0001|PHONG_001|2025-12-19|16:10|70000
SUATCHIEU_20251219_0005|F0002|PHONG_001|2025-12-19|18:30|75000
SUATCHIEU_20251219_0006|F0003|PHONG_001|2025-12-19|21:00|80000
SUATCHIEU_20251219_0007|F0005|PHONG_002|2025-12-19|09:20|65000
SUATCHIEU_20251219_0008|F0006|PHONG_002|2025-12-19|12:30|70000
SUATCHIEU_20251219_0009|F0007|PHONG_002|2025-12-19|14:30|70000
SUATCHIEU_20251219_0010|F0008|PHONG_002|2025-12-19|16:40|70000
SUATCHIEU_20251219_0011|F0009|PHONG_002|2025-12-19|19:00|75000
SUATCHIEU_20251219_0012|F0010|PHONG_002|2025-12-19|21:30|80000
SUATCHIEU_20251219_0013|F0002|PHONG_003|2025-12-19|09:40|65000
SUATCHIEU_20251219_0014|F0003|PHONG_003|2025-12-19|12:10|70000
SUATCHIEU_20251219_0015|F0004|PHONG_003|2025-12-19|14:30|70000
SUATCHIEU_20251219_0016|F0005|PHONG_003|2025-12-19|16:40|70000
SUATCHIEU_20251219_0017|F0006|PHONG_003|2025-12-19|19:50|75000
SUATCHIEU_20251219_0018|F0007|PHONG_003|2025-12-19|21:50|80000
SUATCHIEU_20251219_0019|F0010|PHONG_004|2025-12-19|10:00|65000
SUATCHIEU_20251219_0020|F0001|PHONG_004|2025-12-19|12:20|70000
SUATCHIEU_20251219_0021|F0002|PHONG_004|2025-12-19|14:40|70000
SUATCHIEU_20251219_0022|F0003|PHONG_004|2025-12-19|17:10|75000
SUATCHIEU_20251219_0023|F0004|PHONG_004|2025-12-19|19:30|75000
SUATCHIEU_20251219_0024|F0006|PHONG_005|2025-12-19|10:20|65000
SUATCHIEU_20251219_0025|F0007|PHONG_005|2025-12-19|12:20|70000
SUATCHIEU_20251219_0026|F0008|PHONG_005|2025-12-19|14:30|70000
SUATCHIEU_20251219_0027|F0009|PHONG_005|2025-12-19|16:50|70000
SUATCHIEU_20251219_0028|F0010|PHONG_005|2025-12-19|19:20|75000
SUATCHIEU_20251219_0029|F0001|PHONG_005|2025-12-19|21:40|80000
SUATCHIEU_20251219_0030|F0004|PHONG_006|2025-12-19|10:40|65000
SUATCHIEU_20251219_0031|F0005|PHONG_006|2025-12-19|12:50|70000
SUATCHIEU_20251219_0032|F0006|PHONG_006|2025-12-19|16:00|70000
SUATCHIEU_20251219_0033|F0007|PHONG_006|2025-12-19|18:00|75000
SUATCHIEU_20251219_0034|F0008|PHONG_006|2025-12-19|20:10|80000
SUATCHIEU_20251220_0001|F0010|PHONG_001|2025-12-20|09:00|65000
SUATCHIEU_20251220_0002|F0001|PHONG_001|2025-12-20|11:20|65000
SUATCHIEU_20251220_0003|F0002|PHONG_001|2025-12-20|13:40|70000
SUATCHIEU_20251220_0004|F0003|PHONG_001|2025-12-20|16:10|70000
SUATCHIEU_20251220_0005|F0004|PHONG_001|2025-12-20|18:30|75000
SUATCHIEU_20251220_0006|F0005|PHONG_001|2025-12-20|20:40|80000
SUATCHIEU_20251220_0007|F0007|PHONG_002|2025-12-20|09:20|65000
SUATCHIEU_20251220_0008|F0008|PHONG_002|2025-12-20|11:30|65000
SUATCHIEU_20251220_0009|F0009|PHONG_002|2025-12-20|13:50|70000
SUATCHIEU_20251220_0010|F0010|PHONG_002|2025-12-20|16:20|70000
SUATCHIEU_20251220_0011|F0001|PHONG_002|2025-12-20|18:40|75000
SUATCHIEU_20251220_0012|F0002|PHONG_002|2025-12-20|21:00|80000
SUATCHIEU_20251220_0013|F0004|PHONG_003|2025-12-20|09:40|65000
SUATCHIEU_20251220_0014|F0005|PHONG_003|2025-12-20|11:50|65000
SUATCHIEU_20251220_0015|F0006|PHONG_003|2025-12-20|15:00|70000
SUATCHIEU_20251220_0016|F0007|PHONG_003|2025-12-20|17:00|75000
SUATCHIEU_20251220_0017|F0008|PHONG_003|2025-12-20|19:10|75000
SUATCHIEU_20251220_0018|F0009|PHONG_003|2025-12-20|21:30|80000
SUATCHIEU_20251220_0019|F0002|PHONG_004|2025-12-20|10:00|65000
SUATCHIEU_20251220_0020|F0003|PHONG_004|2025-12-20|12:30|70000
SUATCHIEU_20251220_0021|F0004|PHONG_004|2025-12-20|14:50|70000
SUATCHIEU_20251220_0022|F0005|PHONG_004|2025-12-20|17:00|75000
SUATCHIEU_20251220_0023|F0006|PHONG_004|2025-12-20|20:10|80000
SUATCHIEU_20251220_0024|F0009|PHONG_005|2025-12-20|10:20|65000
SUATCHIEU_20251220_0025|F0010|PHONG_005|2025-12-20|12:50|70000
SUATCHIEU_20251220_0026|F0001|PHONG_005|2025-12-20|15:10|70000
SUATCHIEU_20251220_0027|F0002|PHONG_005|2025-12-20|17:30|75000
SUATCHIEU_20251220_0028|F0003|PHONG_005|2025-12-20|20:00|80000
SUATCHIEU_20251220_0029|F0006|PHONG_006|2025-12-20|10:40|65000
SUATCHIEU_20251220_0030|F0007|PHONG_006|2025-12-20|12:40|70000
SUATCHIEU_20251220_0031|F0008|PHONG_006|2025-12-20|14:50|70000
SUATCHIEU_20251220_0032|F0009|PHONG_006|2025-12-20|17:10|75000
SUATCHIEU_20251220_0033|F0010|PHONG_006|2025-12-20|19:40|75000
SUATCHIEU_20251220_0034|F0001|PHONG_006|2025-12-20|22:00|80000
SUATCHIEU_20251221_0001|F0002|PHONG_001|2025-12-21|09:00|65000
SUATCHIEU_20251221_0002|F0003|PHONG_001|2025-12-21|11:30|65000
SUATCHIEU_20251221_0003|F0004|PHONG_001|2025-12-21|13:50|70000
SUATCHIEU_20251221_0004|F0005|PHONG_001|2025-12-21|16:00|70000
SUATCHIEU_20251221_0005|F0006|PHONG_001|2025-12-21|19:10|75000
SUATCHIEU_20251221_0006|F0007|PHONG_001|2025-12-21|21:10|80000
SUATCHIEU_20251221_0007|F0009|PHONG_002|2025-12-21|09:20|65000
SUATCHIEU_20251221_0008|F0010|PHONG_002|2025-12-21|11:50|65000
SUATCHIEU_20251221_0009|F0001|PHONG_002|2025-12-21|14:10|70000
SUATCHIEU_20251221_0010|F0002|PHONG_002|2025-12-21|16:30|70000
SUATCHIEU_20251221_0011|F0003|PHONG_002|2025-12-21|19:00|75000
SUATCHIEU_20251221_0012|F0004|PHONG_002|2025-12-21|21:20|80000
SUATCHIEU_20251221_0013|F0006|PHONG_003|2025-12-21|09:40|65000
SUATCHIEU_20251221_0014|F0007|PHONG_003|2025-12-21|11:40|65000
SUATCHIEU_20251221_0015|F0008|PHONG_003|2025-12-21|13:50|70000
SUATCHIEU_20251221_0016|F0009|PHONG_003|2025-12-21|16:10|70000
SUATCHIEU_20251221_0017|F0010|PHONG_003|2025-12-21|18:40|75000
SUATCHIEU_20251221_0018|F0001|PHONG_003|2025-12-21|21:00|80000
SUATCHIEU_20251221_0019|F0004|PHONG_004|2025-12-21|10:00|65000
SUATCHIEU_20251221_0020|F0005|PHONG_004|2025-12-21|12:10|70000
SUATCHIEU_20251221_0021|F0006|PHONG_004|2025-12-21|15:20|70000
SUATCHIEU_20251221_0022|F0007|PHONG_004|2025-12-21|17:20|75000
SUATCHIEU_20251221_0023|F0008|PHONG_004|2025-12-21|19:30|75000
SUATCHIEU_20251221_0024|F0009|PHONG_004|2025-12-21|21:50|80000
SUATCHIEU_20251221_0025|F0001|PHONG_005|2025-12-21|10:20|65000
SUATCHIEU_20251221_0026|F0002|PHONG_005|2025-12-21|12:40|70000
SUATCHIEU_20251221_0027|F0003|PHONG_005|2025-12-21|15:10|70000
SUATCHIEU_20251221_0028|F0004|PHONG_005|2025-12-21|17:30|75000
SUATCHIEU_20251221_0029|F0005|PHONG_005|2025-12-21|19:40|75000
SUATCHIEU_20251221_0030|F0008|PHONG_006|2025-12-21|10:40|65000
SUATCHIEU_20251221_0031|F0009|PHONG_006|2025-12-21|13:00|70000
SUATCHIEU_20251221_0032|F0010|PHONG_006|2025-12-21|15:30|70000
SUATCHIEU_20251221_0033|F0001|PHONG_006|2025-12-21|17:50|75000
SUATCHIEU_20251221_0034|F0002|PHONG_006|2025-12-21|20:10|80000
SUATCHIEU_20251222_0001|F0004|PHONG_001|2025-12-22|09:00|65000
SUATCHIEU_20251222_0002|F0005|PHONG_001|2025-12-22|11:10|65000
SUATCHIEU_20251222_0003|F0006|PHONG_001|2025-12-22|14:20|70000
SUATCHIEU_20251222_0004|F0007|PHONG_001|2025-12-22|16:20|70000
SUATCHIEU_20251222_0005|F0008|PHONG_001|2025-12-22|18:30|75000
SUATCHIEU_20251222_0006|F0009|PHONG_001|2025-12-22|20:50|80000
SUATCHIEU_20251222_0007|F0001|PHONG_002|2025-12-22|09:20|65000
SUATCHIEU_20251222_0008|F0002|PHONG_002|2025-12-22|11:40|65000
SUATCHIEU_20251222_0009|F0003|PHONG_002|2025-12-22|14:10|70000
SUATCHIEU_20251222_0010|F0004|PHONG_002|2025-12-22|16:30|70000
SUATCHIEU_20251222_0011|F0005|PHONG_002|2025-12-22|18:40|75000
SUATCHIEU_20251222_0012|F0006|PHONG_002|2025-12-22|21:50|80000
SUATCHIEU_20251222_0013|F0008|PHONG_003|2025-12-22|09:40|65000
SUATCHIEU_20251222_0014|F0009|PHONG_003|2025-12-22|12:00|70000
SUATCHIEU_20251222_0015|F0010|PHONG_003|2025-12-22|14:30|70000
SUATCHIEU_20251222_0016|F0001|PHONG_003|2025-12-22|16:50|70000
SUATCHIEU_20251222_0017|F0002|PHONG_003|2025-12-22|19:10|75000
SUATCHIEU_20251222_0018|F0003|PHONG_003|2025-12-22|21:40|80000
SUATCHIEU_20251222_0019|F0006|PHONG_004|2025-12-22|10:00|65000
SUATCHIEU_20251222_0020|F0007|PHONG_004|2025-12-22|12:00|70000
SUATCHIEU_20251222_0021|F0008|PHONG_004|2025-12-22|14:10|70000
SUATCHIEU_20251222_0022|F0009|PHONG_004|2025-12-22|16:30|70000
SUATCHIEU_20251222_0023|F0010|PHONG_004|2025-12-22|19:00|75000
SUATCHIEU_20251222_0024|F0001|PHONG_004|2025-12-22|21:20|80000
SUATCHIEU_20251222_0025|F0003|PHONG_005|2025-12-22|10:20|65000
SUATCHIEU_20251222_0026|F0004|PHONG_005|2025-12-22|12:40|70000
SUATCHIEU_20251222_0027|F0005|PHONG_005|2025-12-22|14:50|70000
SUATCHIEU_20251222_0028|F0006|PHONG_005|2025-12-22|18:00|75000
SUATCHIEU_20251222_0029|F0007|PHONG_005|2025-12-22|20:00|80000
SUATCHIEU_20251222_0030|F0010|PHONG_006|2025-12-22|10:40|65000
SUATCHIEU_20251222_0031|F0001|PHONG_006|2025-12-22|13:00|70000
SUATCHIEU_20251222_0032|F0002|PHONG_006|2025-12-22|15:20|70000
SUATCHIEU_20251222_0033|F0003|PHONG_006|2025-12-22|17:50|75000
SUATCHIEU_20251222_0034|F0004|PHONG_006|2025-12-22|20:10|80000
SUATCHIEU_20251223_0001|F0006|PHONG_001|2025-12-23|09:00|65000
SUATCHIEU_20251223_0002|F0007|PHONG_001|2025-12-23|11:00|65000
SUATCHIEU_20251223_0003|F0008|PHONG_001|2025-12-23|13:10|70000
SUATCHIEU_20251223_0004|F0009|PHONG_001|2025-12-23|15:30|70000
SUATCHIEU_20251223_0005|F0010|PHONG_001|2025-12-23|18:00|75000
SUATCHIEU_20251223_0006|F0001|PHONG_001|2025-12-23|20:20|80000
SUATCHIEU_20251223_0007|F0003|PHONG_002|2025-12-23|09:20|65000
SUATCHIEU_20251223_0008|F0004|PHONG_002|2025-12-23|11:40|65000
SUATCHIEU_20251223_0009|F0005|PHONG_002|2025-12-23|13:50|70000
SUATCHIEU_20251223_0010|F0006|PHONG_002|2025-12-23|17:00|75000
SUATCHIEU_20251223_0011|F0007|PHONG_002|2025-12-23|19:00|75000
SUATCHIEU_20251223_0012|F0008|PHONG_002|2025-12-23|21:10|80000
SUATCHIEU_20251223_0013|F0010|PHONG_003|2025-12-23|09:40|65000
SUATCHIEU_20251223_0014|F0001|PHONG_003|2025-12-23|12:00|70000
SUATCHIEU_20251223_0015|F0002|PHONG_003|2025-12-23|14:20|70000
SUATCHIEU_20251223_0016|F0003|PHONG_003|2025-12-23|16:50|70000
SUATCHIEU_20251223_0017|F0004|PHONG_003|2025-12-23|19:10|75000
SUATCHIEU_20251223_0018|F0008|PHONG_004|2025-12-23|10:00|65000
SUATCHIEU_20251223_0019|F0009|PHONG_004|2025-12-23|12:20|70000
SUATCHIEU_20251223_0020|F0010|PHONG_004|2025-12-23|14:50|70000
SUATCHIEU_20251223_0021|F0001|PHONG_004|2025-12-23|17:10|75000
SUATCHIEU_20251223_0022|F0002|PHONG_004|2025-12-23|19:30|75000
SUATCHIEU_20251223_0023|F0003|PHONG_004|2025-12-23|22:00|80000
SUATCHIEU_20251223_0024|F0005|PHONG_005|2025-12-23|10:20|65000
SUATCHIEU_20251223_0025|F0006|PHONG_005|2025-12-23|13:30|70000
SUATCHIEU_20251223_0026|F0007|PHONG_005|2025-12-23|15:30|70000
SUATCHIEU_20251223_0027|F0008|PHONG_005|2025-12-23|17:40|75000
SUATCHIEU_20251223_0028|F0009|PHONG_005|2025-12-23|20:00|80000
SUATCHIEU_20251223_0029|F0002|PHONG_006|2025-12-23|10:40|65000
SUATCHIEU_20251223_0030|F0003|PHONG_006|2025-12-23|13:10|70000
SUATCHIEU_20251223_0031|F0004|PHONG_006|2025-12-23|15:30|70000
SUATCHIEU_20251223_0032|F0005|PHONG_006|2025-12-23|17:40|75000
SUATCHIEU_20251223_0033|F0006|PHONG_006|2025-12-23|20:50|80000
SUATCHIEU_20251224_0001|F0008|PHONG_001|2025-12-24|09:00|65000
SUATCHIEU_20251224_0002|F0009|PHONG_001|2025-12-24|11:20|65000
SUATCHIEU_20251224_0003|F0010|PHONG_001|2025-12-24|13:50|70000
SUATCHIEU_20251224_0004|F0001|PHONG_001|2025-12-24|16:10|70000
SUATCHIEU_20251224_0005|F0002|PHONG_001|2025-12-24|18:30|75000
SUATCHIEU_20251224_0006|F0003|PHONG_001|2025-12-24|21:00|80000
SUATCHIEU_20251224_0007|F0005|PHONG_002|2025-12-24|09:20|65000
SUATCHIEU_20251224_0008|F0006|PHONG_002|2025-12-24|12:30|70000
SUATCHIEU_20251224_0009|F0007|PHONG_002|2025-12-24|14:30|70000
SUATCHIEU_20251224_0010|F0008|PHONG_002|2025-12-24|16:40|70000
SUATCHIEU_20251224_0011|F0009|PHONG_002|2025-12-24|19:00|75000
SUATCHIEU_20251224_0012|F0010|PHONG_002|2025-12-24|21:30|80000
SUATCHIEU_20251224_0013|F0002|PHONG_003|2025-12-24|09:40|65000
SUATCHIEU_20251224_0014|F0003|PHONG_003|2025-12-24|12:10|70000
SUATCHIEU_20251224_0015|F0004|PHONG_003|2025-12-24|14:30|70000
SUATCHIEU_20251224_0016|F0005|PHONG_003|2025-12-24|16:40|70000
SUATCHIEU_20251224_0017|F0006|PHONG_003|2025-12-24|19:50|75000
SUATCHIEU_20251224_0018|F0007|PHONG_003|2025-12-24|21:50|80000
SUATCHIEU_20251224_0019|F0010|PHONG_004|2025-12-24|10:00|65000
SUATCHIEU_20251224_0020|F0001|PHONG_004|2025-12-24|12:20|70000
SUATCHIEU_20251224_0021|F0002|PHONG_004|2025-12-24|14:40|70000
SUATCHIEU_20251224_0022|F0003|PHONG_004|2025-12-24|17:10|75000
SUATCHIEU_20251224_0023|F0004|PHONG_004|2025-12-24|19:30|75000
SUATCHIEU_20251224_0024|F0006|PHONG_005|2025-12-24|10:20|65000
SUATCHIEU_20251224_0025|F0007|PHONG_005|2025-12-24|12:20|70000
SUATCHIEU_20251224_0026|F0008|PHONG_005|2025-12-24|14:30|70000
SUATCHIEU_20251224_0027|F0009|PHONG_005|2025-12-24|16:50|70000
SUATCHIEU_20251224_0028|F0010|PHONG_005|2025-12-24|19:20|75000
SUATCHIEU_20251224_0029|F0001|PHONG_005|2025-12-24|21:40|80000
SUATCHIEU_20251224_0030|F0004|PHONG_006|2025-12-24|10:40|65000
SUATCHIEU_20251224_0031|F0005|PHONG_006|2025-12-24|12:50|70000
SUATCHIEU_20251224_0032|F0006|PHONG_006|2025-12-24|16:00|70000
SUATCHIEU_20251224_0033|F0007|PHONG_006|2025-12-24|18:00|75000
SUATCHIEU_20251224_0034|F0008|PHONG_006|2025-12-24|20:10|80000
SUATCHIEU_20251225_0001|F0010|PHONG_001|2025-12-25|09:00|65000
SUATCHIEU_20251225_0002|F0001|PHONG_001|2025-12-25|11:20|65000
SUATCHIEU_20251225_0003|F0002|PHONG_001|2025-12-25|13:40|70000
SUATCHIEU_20251225_0004|F0003|PHONG_001|2025-12-25|16:10|70000
SUATCHIEU_20251225_0005|F0004|PHONG_001|2025-12-25|18:30|75000
SUATCHIEU_20251225_0006|F0005|PHONG_001|2025-12-25|20:40|80000
SUATCHIEU_20251225_0007|F0007|PHONG_002|2025-12-25|09:20|65000
SUATCHIEU_20251225_0008|F0008|PHONG_002|2025-12-25|11:30|65000
SUATCHIEU_20251225_0009|F0009|PHONG_002|2025-12-25|13:50|70000
SUATCHIEU_20251225_0010|F0010|PHONG_002|2025-12-25|16:20|70000
SUATCHIEU_20251225_0011|F0001|PHONG_002|2025-12-25|18:40|75000
SUATCHIEU_20251225_0012|F0002|PHONG_002|2025-12-25|21:00|80000
SUATCHIEU_20251225_0013|F0004|PHONG_003|2025-12-25|09:40|65000
SUATCHIEU_20251225_0014|F0005|PHONG_003|2025-12-25|11:50|65000
SUATCHIEU_20251225_0015|F0006|PHONG_003|2025-12-25|15:00|70000
SUATCHIEU_20251225_0016|F0007|PHONG_003|2025-12-25|17:00|75000
SUATCHIEU_20251225_0017|F0008|PHONG_003|2025-12-25|19:10|75000
SUATCHIEU_20251225_0018|F0009|PHONG_003|2025-12-25|21:30|80000
SUATCHIEU_20251225_0019|F0002|PHONG_004|2025-12-25|10:00|65000
SUATCHIEU_20251225_0020|F0003|PHONG_004|2025-12-25|12:30|70000
SUATCHIEU_20251225_0021|F0004|PHONG_004|2025-12-25|14:50|70000
SUATCHIEU_20251225_0022|F0005|PHONG_004|2025-12-25|17:00|75000
SUATCHIEU_20251225_0023|F0006|PHONG_004|2025-12-25|20:10|80000
SUATCHIEU_20251225_0024|F0009|PHONG_005|2025-12-25|10:20|65000
SUATCHIEU_20251225_0025|F0010|PHONG_005|2025-12-25|12:50|70000
SUATCHIEU_20251225_0026|F0001|PHONG_005|2025-12-25|15:10|70000
SUATCHIEU_20251225_0027|F0002|PHONG_005|2025-12-25|17:30|75000
SUATCHIEU_20251225_0028|F0003|PHONG_005|2025-12-25|20:00|80000
SUATCHIEU_20251225_0029|F0006|PHONG_006|2025-12-25|10:40|65000
SUATCHIEU_20251225_0030|F0007|PHONG_006|2025-12-25|12:40|70000
SUATCHIEU_20251225_0031|F0008|PHONG_006|2025-12-25|14:50|70000
SUATCHIEU_20251225_0032|F0009|PHONG_006|2025-12-25|17:10|75000
SUATCHIEU_20251225_0033|F0010|PHONG_006|2025-12-25|19:40|75000
SUATCHIEU_20251225_0034|F0001|PHONG_006|2025-12-25|22:00|80000
SUATCHIEU_20251226_0001|F0002|PHONG_001|2025-12-26|09:00|65000
SUATCHIEU_20251226_0002|F0003|PHONG_001|2025-12-26|11:30|65000
SUATCHIEU_20251226_0003|F0004|PHONG_001|2025-12-26|13:50|70000
SUATCHIEU_20251226_0004|F0005|PHONG_001|2025-12-26|16:00|70000
SUATCHIEU_20251226_0005|F0006|PHONG_001|2025-12-26|19:10|75000
SUATCHIEU_20251226_0006|F0007|PHONG_001|2025-12-26|21:10|80000
SUATCHIEU_20251226_0007|F0009|PHONG_002|2025-12-26|09:20|65000
SUATCHIEU_20251226_0008|F0010|PHONG_002|2025-12-26|11:50|65000
SUATCHIEU_20251226_0009|F0001|PHONG_002|2025-12-26|14:10|70000
SUATCHIEU_20251226_0010|F0002|PHONG_002|2025-12-26|16:30|70000
SUATCHIEU_20251226_0011|F0003|PHONG_002|2025-12-26|19:00|75000
SUATCHIEU_20251226_0012|F0004|PHONG_002|2025-12-26|21:20|80000
SUATCHIEU_20251226_0013|F0006|PHONG_003|2025-12-26|09:40|65000
SUATCHIEU_20251226_0014|F0007|PHONG_003|2025-12-26|11:40|65000
SUATCHIEU_20251226_0015|F0008|PHONG_003|2025-12-26|13:50|70000
SUATCHIEU_20251226_0016|F0009|PHONG_003|2025-12-26|16:10|70000
SUATCHIEU_20251226_0017|F0010|PHONG_003|2025-12-26|18:40|75000
SUATCHIEU_20251226_0018|F0001|PHONG_003|2025-12-26|21:00|80000
SUATCHIEU_20251226_0019|F0004|PHONG_004|2025-12-26|10:00|65000
SUATCHIEU_20251226_0020|F0005|PHONG_004|2025-12-26|12:10|70000
SUATCHIEU_20251226_0021|F0006|PHONG_004|2025-12-26|15:20|70000
SUATCHIEU_20251226_0022|F0007|PHONG_004|2025-12-26|17:20|75000
SUATCHIEU_20251226_0023|F0008|PHONG_004|2025-12-26|19:30|75000
SUATCHIEU_20251226_0024|F0009|PHONG_004|2025-12-26|21:50|80000
SUATCHIEU_20251226_0025|F0001|PHONG_005|2025-12-26|10:20|65000
SUATCHIEU_20251226_0026|F0002|PHONG_005|2025-12-26|12:40|70000
SUATCHIEU_20251226_0027|F0003|PHONG_005|2025-12-26|15:10|70000
SUATCHIEU_20251226_0028|F0004|PHONG_005|2025-12-26|17:30|75000
SUATCHIEU_20251226_0029|F0005|PHONG_005|2025-12-26|19:40|75000
SUATCHIEU_20251226_0030|F0008|PHONG_006|2025-12-26|10:40|65000
SUATCHIEU_20251226_0031|F0009|PHONG_006|2025-12-26|13:00|70000
SUATCHIEU_20251226_0032|F0010|PHONG_006|2025-12-26|15:30|70000
SUATCHIEU_20251226_0033|F0001|PHONG_006|2025-12-26|17:50|75000
SUATCHIEU_20251226_0034|F0002|PHONG_006|2025-12-26|20:10|80000
